tweet_text,label
"تذكر من كذب يكتب عندا الله كاذب , لا اله الا الله اما من يتحرى الصدق يكتب عندا الله صادقا",1.0
الحمد لله الذي بنعمته تتم الصالحات حمدا غير منقطع ,1.0
 هذول مخانيث ],-1.0
الحمد لله على القضا و القدر,1.0
 سلمتك بيد لله فظيع ,-1.0
صباحك جمال و روعه ,1.0
امين,1.0
طيب انا عايزه اشوف القصر,1.0
لطيف,1.0
اللهم لا تحرم احد من هذه النعمة,1.0
أنا فعلا قررت وأخدت القرار ده وحاسة براحة وسعادة كبيرة أوي بقربي من ربنا بجد الحمد لله,1.0
اللهم اهدنى الى ما تحب و ترضى,1.0
 البرنامج فاشل جدا,-1.0
كثر الله من أمثالك و زادك الله علم,1.0
هات ناس تفهم .. و المثل بحكي اسأل مجرب و لا تسأل خبير,-1.0
 كنا نقول عاهات,-1.0
الوفاء في غير قلبك ما لقيت,1.0
بعدين الاردن تسبح على بحر من النفط و الصخر الزيتي اشتغلو فيه بالاول بيكفينا 100 سنه,-1.0
ربي يكون بالعون ياأخي فقد احزنني كلامك,-1.0
مش النووي (ان صار وما اظنش اسرائيل تسمح باقامته بهالسهولة) هو اللي بيعني انو احنا متطورين او متقدمين!,-1.0
 سبحان الله الزلمات ثافهوووون,-1.0
بارك الله فيك أنانضال فدعولي بزوجة صالحة,1.0
وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم,-1.0
طموح الانسان يدفه لتحقيق اهدافه يا رت شببنا ما يقولن فات الوقت و الله يوفق من يشاء,1.0
اللهم اني اسالك اخلاص النية و كرم الطوية,1.0
 مين وله؟,-1.0
 معايا زميل زميل يلعن المسخره كلهم مايستحون ذووولي,-1.0
هذا سلامي يسبق البرق و الطير ... فيه الحروف معطرة بالتحية ,1.0
اهبل ولك ,-1.0
النية دايما بتكون موجودة وربنا المعين,1.0
الارواح جنود مجنده من تعارف منها أأتلف ومن تنافر منها اختلف,1.0
العبرة بالختام,1.0
احلى شىء النهاية الباقية صح كلامك,1.0
 بقطعكم شو حقودييين,-1.0
فعلا,1.0
يع يع يع الله يقرفه وهذي يللي﻿ تقول حمضيات وش دراه عمره ذايقه طعمه,-1.0
 تدرون يا جماعة الخير انها بتتعدب والله ,-1.0
يا حبيبي هاي صار للرجال تنانير؟؟؟؟؟؟؟؟  تفي ع هيك رجالة,-1.0
بدعى على طول بأن الله يرزقنى الخشوع ,1.0
 ياجماااعه يقولون بشار الاسد ماااات,-1.0
عنجد انو بالة,-1.0
الله يبارك فيك لانك غيرت في صاحبتي كتير وهي من المتؤثرين فيك وهي اللي عرفتني عليك,1.0
دخيل عينك يادكتور كلامك ذهب,1.0
نفسي اروح عمرة واشوف الكعبة,1.0
ﻣﻴﻴﻴﻴﻴﻦ ﺑﻀﻞ ﻳﺸﻴﻞ ﺍﻟﺸﺒﺸﺐ ﻣﻦ ﺟﻤﺒﻲ,-1.0
تفوووو عليك,-1.0
حياك اللة,1.0
 طول عمر بخاف أن أمثالك يصبحوا مطربين,-1.0
صباحكـ نقاء يشبه سريرتك ,1.0
شو الاشي الي بيضحك (ما ازنخك),-1.0
يلعن امك ,-1.0
 واي ناس فاظيين صج عاااهاات!!,-1.0
اكرمك الله يا استاذي الفاضل ,1.0
والله اني احبك في الله يا ,1.0
انته جميل جدا ربنا يثبتك واتمني ان كل المسلمين تكون اخلاقياتهم في حياتهم العاديه قدوه ودعوه لكل غير المسلمين,1.0
 يلعن اخت اليهود اذا بدهم يرجعو شبر من فلسطين ل هاالمنا,-1.0
اذا اليابان اكلت هوا من النووي كيف احنا,-1.0
 ولا شكل ولا صوت منين جايبينهم هالكائنات الغريبة !!!!!!!!!!!!!! ااه يابطني بس,-1.0
يارب عوضنا خير مما أخذ منا,1.0
اهلا بيك فى دين الله ربنا يثبتك ويزيدك ايمانا انا فرحانه بيك كتير,1.0
اللهم ارزقنا الاخلاص,1.0
ﺍﺳﺘﻌﻤﺎﺭ ﺷﻮ ﻳﺎﺣﻤﺎﺭ ﺍﺑﻦ ﺍﻟﺤﻤﺎﺭ ﻫﺪﻣﺖ ﻟﺒﻴﻮﺕ ﻭﺷﺮﺩﺕ ﺍﻟﺸﻌﺐ ﻳﺎﺑﻦ ﺍﻟﺰﺍﻧﻴﻪ ﺍﻟﻌﻠﻮﻳﻪ ﻭﺍﻟﺸﻴﻌﻪ ﺳﻮﻑ تسحقون,-1.0
الذي طبعه رائع ما يمكن ان يتغير راح يبقه رائع,1.0
اه و النعمة ,1.0
عين العقل و ربي,1.0
 والله تحشيش,-1.0
ليتنا نستطيع الابتسامه في الاوقات المؤلمه,1.0
اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك,1.0
 والله انو نذل ,-1.0
صبحك الله بالخير,1.0
اعمل ايه لو عاوزة اشترك مع نهر الخير,1.0
يا رب يا خير الرازقين ارزق أهل سوريا و جميع المسلمين النصر و الثبات و التقوى,1.0
 تدرون ،، الشرهه ع اللي شجّعهم يروحون للبرنآمج,-1.0
هذا الشخص هو انت يامصطفى ,1.0
اللهم رزقنا مكارم الاخلاق,1.0
أحلى صباح من أحلى شيخ في العالم ,1.0
 مهزلة التاريخ,-1.0
 نسأل الله العفو و العافية,1.0
والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي,1.0
 يعني عدولة اللي ابصر من وين جاي كيف وصل عشان تشوفة لجنة التحكيم مبين عليه مجنون و مش شايف اشي قدامة,-1.0
ههههههههههههههه ما بقدروا,-1.0
هع  بدها بس تعلق التعليقات الزنخة,-1.0
نسأل الله تعالى أن تكون بحق أرحنا بها يا بلال و ليس أرحنا منه,1.0
 يخرب زوءك ,-1.0
صباحات النقاء و الإبتسامات الصافية من القلب,1.0
 يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت,-1.0
انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش ولا استراتجيه ثابته انتم عملاء امريكا يا خونه,-1.0
 دمهم ثقيل,-1.0
صح الصح كمان,1.0
 استاذ غاوي غاوي اذا كنت غاوي المسخره روح اشتغل كراكوز,-1.0
 والله ما يحرر عزبت بنقاليه ,-1.0
تفائلوا بالخير تجدوه و اعملوا الصالحات,1.0
احسنت كلام دقيق جد,1.0
"فهم ادرى واخبر لا وبل اكثر انكارا"" للشيعة  وامثالهم",-1.0
زنخة زيك,-1.0
يا هيك الاكل يا بلا لش الحكي,1.0
يع بتقرف انت وسخ,-1.0
 شيئ مؤسف  الله يهديه ,-1.0
ياي ما ازكاه هاد الاكل,1.0
 ولا جورج في الزمنات بس حرام يفضحوهم,-1.0
أجمل ابتسامه,1.0
صباح الدرب للجنة,1.0
و ارضيت يا دولة الرئيس تكون ... الله اسهل عليك يا عون الخصاونه,-1.0
 جابو المسخره لنفسهم الله لايردهم,-1.0
تفاءل بالخير تجده,1.0
 سوريا تعرضت لمؤامرة والامر المحزن ان ولاد سوريا انزلقو فالمؤامرة هاذي والشنيعة,-1.0
مش شايف العالم مش ملاقيه الخبز . كل واحد بشتغل على سياره رح يوكل هوا و بارتفاع المحروقات الاكل و الشرب رح يرتفع,-1.0
 حلوه عدوله احس انه يفطر حشيش ,-1.0
تركنا الحرام من اجل ربنا حبيبنا ووالله سيعوضنا خيرا ,1.0
أن الله لا يتخل عن عباده أبدا,1.0
 لو يطلع عليهم 10 من مخيم اربد و 10 من مخيم الحصن و 20 من مخيم الزرقا و 30 من مخيم عمان و 20 من مخيم البلقاء و 20 من مخيم الشهيد عزمي المفتي بفضحو عرضاتهم كلهم,-1.0
ما بكره حد قدك,-1.0
الى يقارن بينه وبين مرسى يبقى متخلف,-1.0
 جزمتي و الا اقولك اسفل جزمتي الثورة في سوريا ما اشعلها الا الوهابيين اللي هم السلفيين ,-1.0
الله يسعد كل البشر امين يا رب,1.0
الاء اختصري ماشي,-1.0
و الله بذل نفسي مرة و اتنين و خمسين عشان الغرام الحلال احلى لكن مين يحس و يفهم و يقدر,1.0
اللهم زيد المسلمين وبارك فيهم,1.0
اللهم اصلح حال المسلمين,1.0
ما أجمل من مثل هذا الحُب الصادق الشفا,-1.0
 اغبياء,-1.0
والله نوفي صح لسانك,-1.0
اهم اشي اكون مبسوط,1.0
الهم سدد خطاه وجعل الاسلام نور لكل البشر,1.0
حلو صديق عمري ,1.0
يارب ناخذ القرار الصح,1.0
ينور عليك..........ويكثر من امثالك ,1.0
 انشالله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالمية ثالثة وما رح اتخلص غير لما نتخزق,-1.0
 بكتب ع اوراق الشجر يقول موهبتي وانا صغير الله يسامح اللي كاذب عليه,-1.0
الرفض القاطع للمشروع لانه بس يتم و يشتغل تمام رايح ينباع او يتم تاجيره و نصير نشتري وقود مخصب ويصير اغلى من الكهربا لانه للاسف ما فيه شي بعيد عن ايدي المفسدين و الاستغلاليين او يصير زي مشروع تسمين البقر ؛ينتجو الطاقه وتروح لاطراف خارجيهخالرج اطار حاجة العامه,-1.0
